,title,location,company,salary,city,state
9601,Sr. SQL Architect,"Seattle, WA",University of Washington,NaN,Seattle,WA
9602,UX Research Analyst (2997),"Seattle, WA",DNV GL Group,NaN,Seattle,WA
9603,Senior Data Warehouse Engineer,"Seattle, WA",DNV GL,NaN,Seattle,WA
9604,Senior Data Warehouse Engineer,"Seattle, WA",DoubleDown Interactive,NaN,Seattle,WA
9605,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9606,Data Scientist,"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9607,Sr. SQL Architect,"Seattle, WA",Twitter,NaN,Seattle,WA
9608,Business Intelligence Engineer,"Seattle, WA 98101 (Downtown area)","Softpros, Inc.",NaN,Seattle,WA
9609,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9610,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9611,UX Research Analyst (2997),"Seattle, WA",LabKey,NaN,Seattle,WA
9612,Business Intelligence Engineer,"Seattle, WA",Twitch,NaN,Seattle,WA
9613,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA 98102 (Capitol Hill area)",Gilead Sciences,NaN,Seattle,WA
9614,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9615,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9616,UX Research Analyst (2997),"Redmond, WA","Physio-Control, Inc.",NaN,Seattle,WA
9617,Business Intelligence Engineer,"Seattle, WA",The Climate Corporation,NaN,Seattle,WA
9618,Data Scientist,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9619,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9620,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9621,Data Scientist/Engineer (SS774),"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9622,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA 98122 (Central District area)",Seattle Children's Research Institute,NaN,Seattle,WA
9623,Data Scientist,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9624,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9625,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9626,Data Scientist/Engineer (SS774),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9627,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9628,Data Scientist,"Seattle, WA 98101 (Downtown area)",Context Relevant,NaN,Seattle,WA
9629,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9630,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9631,Data Scientist/Engineer (SS774),"Seattle, WA",Sears Home Appliances & Services,NaN,Seattle,WA
9632,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9633,Data Scientist,"Seattle, WA 98101 (Downtown area)",Celgene Corporation,NaN,Seattle,WA
9634,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9635,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9636,UX Research Analyst (2997),"Bothell, WA 98021",Seattle Genetics,NaN,Seattle,WA
9637,Business Intelligence Engineer,"Seattle, WA",Department Of Veterans Affairs,"$75,925 - $98,702 a year",Seattle,WA
9638,Data Scientist,"Bothell, WA 98021",CMC ICOS Biologics,NaN,Seattle,WA
9639,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9640,Sr. SQL Architect,"Redmond, WA",FiveBy,NaN,Seattle,WA
9641,Senior Data Warehouse Engineer,"Seattle, WA",DoubleDown Interactive,NaN,Seattle,WA
9642,UX Research Analyst (2997),"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9643,Business Intelligence Engineer,"Seattle, WA","Amazon Web Services, Inc.",NaN,Seattle,WA
9644,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9645,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9646,UX Research Analyst (2997),"Seattle, WA 98102 (Capitol Hill area)",Gilead Sciences,NaN,Seattle,WA
9647,Business Intelligence Engineer,"Seattle, WA",Amazon Retail LLC,NaN,Seattle,WA
9648,Data Scientist,"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9649,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9650,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9651,Data Scientist/Engineer (SS774),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9652,Technical Data Specialist - Business Intelligence/Analysis,"Bothell, WA 98021",Seattle Genetics,NaN,Seattle,WA
9653,Data Scientist,"Bothell, WA 98011","Alder Biopharmaceuticals, Inc.",NaN,Seattle,WA
9654,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9655,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9656,UX Research Analyst (2997),"Seattle, WA",University of Washington Medical Center,"$2,685 - $3,564 a month",Seattle,WA
9657,Business Intelligence Engineer,"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9658,Data Scientist,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9659,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9660,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9661,Sr. SQL Architect,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9662,UX Research Analyst (2997),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9663,Senior Data Warehouse Engineer,"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9664,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9665,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9666,UX Research Analyst (2997),"Bellevue, WA 98004 (Downtown area)",Expedia,NaN,Seattle,WA
9667,Business Intelligence Engineer,"Seattle, WA",University of Washington,NaN,Seattle,WA
9668,Data Scientist,"Seattle, WA 98104 (First Hill area)",EnergySavvy,NaN,Seattle,WA
9669,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9670,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9671,UX Research Analyst (2997),"Seattle, WA",University of Washington,NaN,Seattle,WA
9672,Sr. SQL Architect,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9673,Senior Data Warehouse Engineer,"Seattle, WA",Seattle Pacific University,NaN,Seattle,WA
9674,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9675,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9676,UX Research Analyst (2997),"Bellevue, WA 98004 (Downtown area)",Experis,NaN,Seattle,WA
9677,Sr. SQL Architect,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9678,Senior Data Warehouse Engineer,"Redmond, WA","Physio-Control, Inc.",NaN,Seattle,WA
9679,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9680,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9681,Business Intelligence Engineer,"Seattle, WA 98101 (Downtown area)",Zillow,NaN,Seattle,WA
9682,"Machine Learning Scientist, Personalization","Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9683,Data Scientist,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9684,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9685,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9686,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9687,Technical Data Specialist - Business Intelligence/Analysis,"Bothell, WA 98021",Seattle Genetics,NaN,Seattle,WA
9688,Data Scientist,"Seattle, WA 98103 (Green Lake - Wallingford area)",Enlearn,NaN,Seattle,WA
9689,Senior Data Warehouse Engineer,"Seattle, WA",DoubleDown Interactive,NaN,Seattle,WA
9690,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9691,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9692,UX Research Analyst (2997),"Seattle, WA",Dato,NaN,Seattle,WA
9693,Sr. SQL Architect,"Seattle, WA 98109 (Westlake area)","Hart Crowser, Inc.",NaN,Seattle,WA
9694,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9695,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9696,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9697,UX Research Analyst (2997),"Seattle, WA 98109 (Westlake area)",Ascent Services Group,NaN,Seattle,WA
9698,Business Intelligence Engineer,"Seattle, WA",All-In Analytics,"$150,000 - $230,000 a year",Seattle,WA
9699,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9700,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9701,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9702,UX Research Analyst (2997),"Redmond, WA",Inspur Worldwide Services,NaN,Seattle,WA
9703,Business Intelligence Engineer,"Seattle, WA 98104 (First Hill area)",KPMG,NaN,Seattle,WA
9704,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9705,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9706,UX Research Analyst (2997),"Seattle, WA",EMD,NaN,Seattle,WA
9707,Business Intelligence Engineer,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9708,Data Scientist/Engineer (SS774),"Seattle, WA 98107 (Ballard area)",GlaxoSmithKline,NaN,Seattle,WA
9709,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9710,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9711,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9712,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA 98109 (Westlake area)",Novo Nordisk,NaN,Seattle,WA
9713,Data Scientist/Engineer (SS774),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9714,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9715,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9716,UX Research Analyst (2997),"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9717,Sr. SQL Architect,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9718,Senior Data Warehouse Engineer,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9719,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9720,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9721,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9722,Data Scientist/Engineer (SS774),"Seattle, WA 98103 (Green Lake - Wallingford area)",Allen Institute,NaN,Seattle,WA
9723,Data Scientist,"Seattle, WA 98101 (Downtown area)",Celgene Corporation,NaN,Seattle,WA
9724,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9725,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9726,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9727,Data Scientist/Engineer (SS774),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9728,Data Scientist,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9729,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9730,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9731,Data Scientist/Engineer (SS774),"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9732,UX Research Analyst (2997),"Seattle, WA",CDK Global,NaN,Seattle,WA
9733,Data Scientist,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9734,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9735,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9736,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9737,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9738,Data Scientist,"Bothell, WA 98021",Seattle Genetics,NaN,Seattle,WA
9739,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9740,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9741,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9742,Data Scientist/Engineer (SS774),"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9743,Data Scientist,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9744,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9745,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9746,UX Research Analyst (2997),"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9747,Business Intelligence Engineer,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9748,Data Scientist,"Bothell, WA 98021",Seattle Genetics,NaN,Seattle,WA
9749,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9750,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9751,UX Research Analyst (2997),"Seattle, WA",University of Washington,NaN,Seattle,WA
9752,Business Intelligence Engineer,"Seattle, WA",Harvey Nash USA,NaN,Seattle,WA
9753,Data Scientist,"Seattle, WA 98164 (Downtown area)",Cray,NaN,Seattle,WA
9754,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9755,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9756,Sr. SQL Architect,"Woodinville, WA","Bio-Rad, Inc.",NaN,Seattle,WA
9757,UX Research Analyst (2997),"Seattle, WA 98104 (First Hill area)","Parametrix, Inc.",NaN,Seattle,WA
9758,Senior Data Warehouse Engineer,"Seattle, WA",Sinclair Broadcast Group,NaN,Seattle,WA
9759,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9760,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9761,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9762,Data Scientist/Engineer (SS774),"Seattle, WA 98102 (Capitol Hill area)",Adaptive Biotechnologies,NaN,Seattle,WA
9763,Data Scientist,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9764,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9765,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9766,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9767,Data Scientist/Engineer (SS774),"Seattle, WA",Covance,NaN,Seattle,WA
9768,Data Scientist,"Seattle, WA",Capital One,NaN,Seattle,WA
9769,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9770,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9771,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9772,Data Scientist/Engineer (SS774),"Seattle, WA",University of Washington,NaN,Seattle,WA
9773,Data Scientist,"Bothell, WA",CMC Biologics,NaN,Seattle,WA
9774,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9775,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9776,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9777,Data Scientist/Engineer (SS774),"Redmond, WA",Inspur Worldwide Services,NaN,Seattle,WA
9778,Data Scientist,"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9779,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9780,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9781,UX Research Analyst (2997),"Seattle, WA",Juno Therapeutics,NaN,Seattle,WA
9782,Business Intelligence Engineer,"Seattle, WA",University of Washington,NaN,Seattle,WA
9783,Data Scientist,"Seattle, WA 98134 (Industrial District area)",Glowforge,NaN,Seattle,WA
9784,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9785,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9786,Business Intelligence Engineer,"Seattle, WA",Analytic Recruiting,NaN,Seattle,WA
9787,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA",University of Washington,NaN,Seattle,WA
9788,Data Scientist,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9789,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9790,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9791,Sr. SQL Architect,"Redmond, WA",FiveBy,NaN,Seattle,WA
9792,Data Scientist,"Seattle, WA",Celgene,NaN,Seattle,WA
9793,Senior Data Warehouse Engineer,"Seattle, WA 98109 (Westlake area)",Fred Hutchinson Cancer Research Center,NaN,Seattle,WA
9794,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9795,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9796,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9797,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA 98004 (Downtown area)",Expedia,NaN,Seattle,WA
9798,Data Scientist,"Redmond, WA",eTeam Inc.,NaN,Seattle,WA
9799,Data Scientist,"Bellevue, WA",ProCogia,NaN,Seattle,WA
9800,Sr. SQL Architect,"Redmond, WA",FiveBy,NaN,Seattle,WA
9801,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9802,Business Intelligence Engineer,"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9803,Senior Data Warehouse Engineer,"Redmond, WA",FiveBy,NaN,Seattle,WA
9804,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9805,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9806,UX Research Analyst (2997),"Seattle, WA",University of Washington,NaN,Seattle,WA
9807,Data Scientist/Engineer (SS774),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9808,Data Scientist,"Redmond, WA 98052",Lenora Systems,NaN,Seattle,WA
9809,Technical Data Specialist - Business Intelligence/Analysis,"Bellevue, WA",Efinancial,NaN,Seattle,WA
9810,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9811,UX Research Analyst (2997),"Seattle, WA",Amazon Corporate LLC,NaN,Seattle,WA
9812,Data Scientist/Engineer (SS774),"Seattle, WA",Coupang,NaN,Seattle,WA
9813,Data Scientist,"Seattle, WA",Socrata,NaN,Seattle,WA
9814,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9815,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9816,"Machine Learning Scientist, Personalization","Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9817,UX Research Analyst (2997),"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9818,Data Scientist,"Seattle, WA",University of Washington Medical Center,NaN,Seattle,WA
9819,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9820,"Machine Learning Scientist, Personalization","Seattle, WA",Amazon,NaN,Seattle,WA
9821,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9822,Data Scientist/Engineer (SS774),"Redmond, WA 98052",Microsoft,NaN,Seattle,WA
9823,Data Scientist,"Seattle, WA",Socrata,NaN,Seattle,WA
9824,Data Scientist/Engineer (SS774),"Bellevue, WA","Akvelon, Inc.",NaN,Seattle,WA
9825,UX Research Analyst (2997),"Seattle, WA",VALERE Consulting & Recruiting,NaN,Seattle,WA
9826,Business Intelligence Engineer,"Seattle, WA",Amazon,NaN,Seattle,WA
9827,Technical Data Specialist - Business Intelligence/Analysis,"Seattle, WA",University of Washington,NaN,Seattle,WA
